,CHMP5,IFT46,CEACAM7,RRAGD,HSF2,GABARAPL2,GPBP1,SCAMP1,ZFAND6,CPPED1,GDAP1,LEPROTL1,RPA3,SLAIN2,TDP2,NUDT12,NME5,PDCD10,C3orf14,GCA,SPCS2,CRIPT,LRP11,ZNF639,LIAS,CENPK,NDFIP1,PCBD2,C12orf29,TMEM60,KIAA0319,C17orf80,CISD2,ATG12,POLR2K,MBIP,CETN3,ZNF599,AGPAT5,CBR1,SLC16A14,SAP30,TMEM161B,CMBL,NDUFS4,ANKRA2,LMBRD1,MMADHC,ANKRD49,COMMD8,TMEM154,FRMD3,RGMB,TMEM9B,AP3S1,PSTK,MRPS23,WRB,SKA2,PSMG1,ZFP1,ANKRD37,LYRM7,KCNMB2,ZNF468,C9orf135,MLLT11,MRPL33,RBM5,MED24,TRAM2,OTUD5,POLR1A,ZFYVE26,ACADVL,EVC,ZZEF1,ANKRD13A,ARAF,BCORL1,SH3BP1,MICALL1,BRD1,PCIF1,RAPGEF1,CAMTA2,RBM19,HIVEP3,PNKD,DHX30,MYBBP1A,PELP1,FOXK1,PITPNA,ERN1,PFAS,FNBP1,SLC29A3,B_cells_naive,B_cells_memory,Plasma_cells,T_cells_CD8,T_cells_CD4_naive,T_cells_CD4_memory_resting,T_cells_CD4_memory_activated,T_cells_follicular_helper,T_cells_regulatory_(Tregs),T_cells_gamma_delta,NK_cells_resting,NK_cells_activated,Monocytes,Macrophages_M0,Macrophages_M1,Macrophages_M2,Dendritic_cells_resting,Dendritic_cells_activated,Mast_cells_resting,Mast_cells_activated,Eosinophils,Neutrophils
S02241,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0057040416827928,0.139269568326855,0,0,0.1666320208484,0,0,0,0.126809250178225,0,0.104284336752538,0,0.133233292402871,0.160332904360076,0.0889672389632657,0.0119274899014157,0,0.015701443682317,0.0325641621016931,0.00428451355707991,0.0102897372424703
S02242,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.119712229112697,0.177916816211523,0,0,0.145506167212212,0.0141178260849306,0,0.204436283288744,0,0.101931902381913,0,0.0388883240703128,0.167107587847114,0.0233913414886778,0,0,0,0.00699152230187501,0,0
S02243,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.00918147548408512,0.231637601661058,0.0374295914000757,0,0.0404663989299902,0.0822253676233599,0.00856000246575859,0,0.207137429737538,0,0.0458537739107319,0,0.0249095079980679,0.139246124530581,0.0790578923199552,0.00499062973530423,0.0485238749866902,0,0.0407803292168043,0,0
S02244,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0172451730869101,0,0.449962250149304,0.017297503750177,0,0.155643201566107,0,0.0177214821731694,0.0153604810050702,0,0.0423384213998964,0,0,0.111070305343346,0.0841139751901751,0.0713574732941521,0,0,0,0.0178897330416925,0,0
S02246,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0.0343423595184187,0.221255834954003,0.0692336682132476,0,0.252763913232546,0,0.0270806412544921,0,0.0347070601983456,0,0.0439320439322083,0.0354695729501632,0.02559967012374,0.0278555638559637,0.118576840067431,0,0.0123426630447847,0.0882571953469199,0.00858297330773544,0,0
S02248,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0.00333272624638493,0,0.338246268594903,0.00422021609135818,0,0.0520182914734219,0,0.0429461862203496,0,0.136156926708151,0,0.12195605471479,0,0.0503814884284243,0.0471635576356448,0.0490320013984547,0.00330004313392666,0,0,0.151246239354191,0,0
S02249,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0.00236817044990145,0.143627171487498,0.11886790534611,0,0.107140433710355,0.0939800226522427,0.0534514603901313,0,0.156793297867474,0,0.062634165173357,0,0.0686480540861211,0.125370792167529,0.0450397607821034,0.0029784929180448,0,0,0.0191002729691325,0,0
S02255,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0.00079762168794068,0.191898802071263,0.0340309576413493,0,0.133533788215978,0,0.0338165736721047,0.0107549559360492,0.122758323661528,0,0.0757970791028764,0,0.141075698126407,0.100479108353976,0.0395736807878685,0.00730629752304601,0,0,0.108177113219614,0,0
S02256,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0.00359038700269112,0.593877703609867,0.0135624826336647,0,0.104298182978974,0.0288283399076159,0,0,0.0454959046600833,0,0.0252445552861691,0,0.0234919493900869,0.0895388703718281,0.0544132409241593,0.00164141743165949,0,0,0.0083549736676354,0,0.00766199213556589
S02284,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0.0320039128233269,0,0.175955268032633,0.210279844579811,0,0.0250540489197088,0.097490348534977,0.0521071298702291,0,0.0474673901571347,0,0.0647656086506824,0.00255569071007768,0.0395741417961303,0.15017391744576,0.0477769249528554,0.0019286830090769,0.0238818756906836,0.0137688232444042,0.0117818808106358,0,0.00343451077187351
S02285,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0.0359646514620746,0,0.169341183201903,0,0,0.0864444951921903,0,0.0765965314210849,0,0.0884559078954577,0,0.0953140250801081,0,0.130528319839502,0.169292371925801,0.042045871806593,0,0,0,0.106016642175286,0,0
S02286,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0.269229611238728,0,0,0.178835996173772,0.0936349915526597,0.059902173267729,0,0.145882345294649,0,0,0,0,0.1132162308286,0.080740205647744,0,0.00978502707398917,0,0.0392437702991942,0,0.0095296486229343
S02287,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0.0597826534574845,0,0.255961724207271,0.0105499749452164,0,0.218457814895682,0,0.0245558475184238,0.0477283534048395,0,0,0.0474800399975824,0,0.111376608415099,0.131903374899978,0.0452130017839162,0.0146873301789207,0,0.0323032762955866,0,0,0
S02289,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0.000361859809426957,0,0.0471564735239165,0,0,0.199752008007841,0,0.011016659208561,0.0265098180610848,0,0,0.0379847592422029,0,0.308383312448928,0.114722306834817,0.0497716477193811,0,0,0,0.204341155143841,0,0
S02290,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0.0489817179551245,0,0.104450655492788,0.070582638506285,0,0.250096600349771,0.00931769932320567,0.0339431132058665,0.0203970291364588,0.0689819996131075,0,0.0644628835084795,0.0258932445848094,0.0511103640216251,0.161128503945549,0.04076959702035,0,0,0,0.04988395333658,0,0
S02291,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0.0072842820481321,0.340426733273758,0.00861485765713275,0,0.175527659088818,0.0477831793074059,0.016317023508251,0.0347548841258752,0.0620515698562712,0,0.00653514345131478,0.00568967113907415,0.119238176305011,0.0912751782585176,0.0697658020973717,0,0,0,0.0112543238138967,0,0.00348151606916964
S02293,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0.464524879676626,0.0706477102090146,0,0.264167635963874,0,0,0,0,0.0142137236157905,0,0,0.0136019432637309,0.0996909963133209,0.0595305817355558,0,0.00113709126316882,0.0124854379589186,0,0,0
S02294,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0.507260173990986,0.0167767823123187,0,0.184444074186032,0,0,0,0.119077164089603,0,0,0,0.0180387344366255,0.0349162923891679,0.015586611540332,0,0,0.103900167054935,0,0,0
S02295,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0.0456704965016011,0,0.0918556775363902,0.0386988445867819,0,0.2093733049368,0,0.0244398174407072,0.0200832071257694,0.0303081883407269,0,0.0644534315918354,0,0.150238973200479,0.0989533807373127,0.1639551236203,0,0,0,0.0619695543812964,0,0
S02296,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0.00889086873277887,0.0722621929029303,0.16282628867824,0,0.0686858749612206,0.124048479076242,0.0500694583505231,0,0.0809393883024744,0,0.109298483132118,0,0.0686615641412548,0.127034206694094,0.0763092474361489,0.000812246780719876,0,0,0.0501617008112556,0,0
S02297,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0.00901636623696316,0,0.140459443835403,0.0380928170302216,0,0.254277771104577,0.0264756485845239,0.0213736041556056,0.0305689488618033,0,0,0.0430901240441359,0,0.0913134953886052,0.110116927700835,0.168024781643007,0,0,0.0671900714143194,0,0,0
S02299,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0.0800430683834392,0.421581864435109,0.0113769727108387,0,0.10805317685466,0.0256330192081089,0.0181173330389234,0,0.0889626728053206,0,0.0144820255793795,0,0.0595499585924816,0.122937816524075,0.0274381311692432,0.0124319941132113,0,0.0079026783453655,0.00148928823984465,0,0
S02322,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103470269610453,0,0.230925696884447,0.00965200576058872,0,0.236788880307141,0,0.0302998655313883,0,0.00111496305118653,0,0.0552146843295006,0,0.0821969913043623,0.10751442634641,0.00501912518656553,0.00748521860236753,0,0,0.155945588045121,0.0655074520423681,0.00198807564750851
S02328,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0.021952227451213,0,0.144429821825653,0.0106462023642606,0,0.169113905167647,0.13849216167196,0.00309803920992928,0,0.102448800598689,0,0.0776383938930079,0,0.0455563357205734,0.163945523775259,0.0598474710626123,0.0309149328576018,0.000828843868078818,0,0.0204857708217522,0,0.0106015697117616
S02342,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0.0024207783358577,0,0.190725168341543,0.138303388984822,0,0,0.0749790413865881,0.146448338672319,0,0.157611416165547,0,0.0734590708004925,0,0.0986205868155506,0.07564860235281,0.0330477509716839,0,0,0,0.00873585717278619,0,0
S02347,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.170469516197262,0.0727991068800568,0,0.0611806495537818,0.0456495746512033,0.0673983005530231,0.0151092868675869,0.141557646466046,0,0.0325896358185955,0,0.21361062804792,0.134837443707325,0.0239358106030024,0.0101043008807181,0,0,0.0107580997734794,0,0
S02350,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0.0401567953474911,0.142988687041469,0,0,0.221075329586215,0.0301367332870782,0.0361860412564853,0,0.211285072262851,0,0.0402710819080049,0,0.0967098014068166,0.129312728524416,0.0195839062012228,0.0131932582168323,0,0.00426420685715379,0.00639118267591767,0,0.00844517542804686
S02351,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0.0399989059559534,0,0,0.0601797020304645,0,0.0317222051673421,0.0742650961211349,0.0857607846355958,0,0.0428286746687956,0,0.365427930611234,0.10655611818521,0.0946336275591685,0,0,0,0.0902939841461189,0,0.00833297091898191
S02352,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0.0396588351746251,0,0.320012319895237,0.0562265739464812,0.0362088105362417,0.0352265439226768,0.0152619902095835,0,0.0189910357025747,0.00367667986788512,0,0.0648742786832981,0,0.0697014539347525,0.0214971235166833,0.187612111863122,0.0115949392256809,0.0305572330808169,0.0853561646503068,0.00354390579003416,0,0
S02353,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0.00440862166544124,0.129866096774988,0.278438628753291,0,0.0507778273109907,0,0.0639265790979648,0.0109655149626265,0,0,0.0913428193173224,0,0.0356096879100132,0.0966628543032444,0.145799494190398,0,0,0.0922018757137195,0,0,0
S02354,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.123096701829141,0.184917927014235,0,0.0419302570043334,0,0.101710902927867,0.077799110394659,0.0313709234952178,0,0.119867395741615,0,0.141805349577019,0.139489896725702,0.025066468276574,0.0129450670136375,0,0,0,0,0
S02360,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0.307476565727807,0.0436870835225466,0,0.157569300204975,0.019390373903621,0.0216265256497698,0,0.100246687381214,0,0.0927796125260402,0,0.00664235751068959,0.140653324597279,0.0643672026353209,0.00467271890967822,0,0,0.0408882474310581,0,0
S02375,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0.01351157096189,0,0.128294495182993,0.056765558143853,0,0.207515823053375,0.0825002770372534,0.0541284956613035,0,0.127554832965401,0,0.0810122012575003,0,0.073369066051774,0.0921417004245931,0.0113407586877539,0.0395900698454273,0,0,0.0322751507268824,0,0
S02376,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0.136448534196182,0.118352641088624,0,0.0271050124399967,0.149350720475312,0.0398353205887319,0,0.227052886463862,0,0.108012921479885,0,0.0263475941948684,0.116180482552572,0.01749679704859,0.0156564053100386,0,0,0.0172246941155114,0,0.000935990045826539
S02378,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0265004297121694,0,0.0454109752209955,0.0157256843622095,0,0.149966616315011,0.0679744865379909,0.00208863870750496,0,0.0534388168666379,0,0.0765610635715482,0.0199184553854624,0.0328633740548893,0.17608101609667,0.163897885345985,0.0271414653331392,0.0544684867238408,0.048943991174155,0.032271401528991,0,0.0067472130628008
S02382,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0121369992130049,0,0.543324464187398,0.0607254560089859,0,0.122807406305103,0,0,0,0.00105482968689495,0,0.00613633828724245,0,0.0297401509888449,0.0501528523263272,0.0859982164684931,0,0,0.0686507289608929,0.0192725575668132,0,0
S02397,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0.0804974379538144,0,0.196698647640663,0.136002640565338,0,0.100565193079797,0.0299067619563958,0.0121209911518703,0,0.0810151690615791,0,0.0851234876361151,0,0.024373547687183,0.0943271392462318,0.0999450811322775,0.00377499084483736,0,0.0322018650316713,0.0234470470122263,0,0
